StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Consent form,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q1,Q2,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q8,Q9,Q10_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q11,Q11_8_TEXT,Q12,Q13,Q13_6_TEXT,Q14,Q14_9_TEXT,Q15,Q16,Q16_3_TEXT,Q17,Q17_7_TEXT,Q18,Q19,Q19_3_TEXT,Q20,Q20_8_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q21_8,Q21_8_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_6_TEXT,Q24_7,Q24_7_TEXT,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_8_TEXT,Q26_9,Q26_9_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q27_1,Q27_2,Q27_1,Q27_2,Q30_1,Q30_2,Q31,Q32,Q33_1,Q34_1,Q35_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q36,Q37,Q38,Q49,Q39
2020-12-09 15:43:18,2020-12-09 16:05:20,IP Address,73.133.212.158,100,1322,True,2020-12-09 16:05:20,R_33B8nVHzVuFX9ZC,,,,,38.9635009765625,-76.96720123291015625,anonymous,EN,2.813,2.813,37.616,1,I agree,11.04,14.617,18.848,2,"Maryland,New Jersey","District of Columbia,Illinois,Maine,Maryland,Massachusetts,New Jersey,New York",4.778,4.778,42.864,1,"lot of experience doing outreach, marketing, and enrollments in different markets",More than 20% of total capacity,4,13.468,34.429,35.646,4,21-50% savings per month,,Yes,Higher savings,,Other,"either yearly, or 20 years with 60 days notice",Yes,Shorter terms,,No cancellation fee,,No,,,"Yes, terms will converge and become more customer friendly",,23.701,84.855,85.707,10,Extremely important,Very important,Very important,Moderately important,Very important,Moderately important,Extremely important,mandated verification process,Extremely important,financing party not flexible to LMIs,Extremely important,Very important,Moderately important,Extremely important,Extremely important,Extremely important,energy / envir justice principles,,,Probably yes,Probably yes,Definitely yes,Might or might not,Might or might not,Might or might not,Probably not,Definitely yes,lack of general educatio about CSn,Definitely yes,distrust towards energy companies,18.051,56.94,58.338,6,6-8%,Unsure,0-4%,11-15%,Within first year of operation,Within first year of operation,No,,Extremely likely,20,20,25.115,25.973,26.297,2,Yes,"more community oriented approach, more D2D","yes (for those that were already marketed) definitely in outreach and enrollment, but also in getting new projects going and launched on the market.",Yes,
2020-12-10 18:26:02,2020-12-10 18:32:33,IP Address,45.20.202.113,100,390,True,2020-12-10 18:32:34,R_10pmEAW4vFLeodG,,,,,34.0408935546875,-84.0236968994140625,anonymous,EN,3.602,3.602,6.128,1,I agree,9.182,43.125,50.519,7,"Maryland,New Jersey,New York","Connecticut,Maine,Pennsylvania,Virginia",2.786,2.786,16.727,1,Don't have direct experience.,Unsure,N/A,9.467,16.23,18.835,4,16-20% savings per month,,Yes,Higher savings,,Unsure,,Unsure,,,No cancellation fee,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,6.773,23.31,26.33,6,Extremely important,Very important,Very important,Very important,Extremely important,Very important,,,,,,Extremely important,Extremely important,Very important,Extremely important,,,,,Probably yes,Might or might not,Probably yes,Probably not,Probably yes,Probably yes,Probably yes,,,,,4.44,6.337,8.425,4,Unsure,Unsure,Unsure,Unsure,Within first year of operation,Within first year of operation,Unsure,,Neither likely nor unlikely,0,0,3.938,5.015,5.777,3,Unsure,,Yes. Significant impacts to project development.,Yes,
2020-12-11 10:41:40,2020-12-11 10:57:30,IP Address,67.241.72.82,100,950,True,2020-12-11 10:57:31,R_Q4XoSztkxt4cAyB,,,,,42.4452056884765625,-76.49199676513671875,anonymous,EN,3.678,21.604,22.94,2,I agree,6.114,6.114,8.873,1,New York,"Pennsylvania,Virginia",2.707,2.707,46.97,1,we have some LMI subscribers but the credit requirements limit how many can participate.,Unsure,varies,6.46,11.531,13.999,2,6-10% savings per month,,No,,,11-15 years,,Yes,Shorter terms,,No cancellation fee,,No,,,"Yes, terms will converge and become more customer friendly",,6.764,26.357,28.954,6,Very important,Very important,Moderately important,Moderately important,Extremely important,Slightly important,,,,,Very important,Very important,Moderately important,Very important,Very important,,,,,Probably yes,Probably yes,Probably yes,Might or might not,Might or might not,Probably not,Probably not,,,,,14.217,20.675,26.842,4,Unsure,Unsure,5-10%,5-10%,Within first year of operation,Within first year of operation,Yes,termination notice is specified as 90 days to help manage churn,Extremely likely,30,1,9.644,9.644,10.76,1,Unsure,,"Yes, permitting timelines have increased which has impacted the overall project development timeline.",Yes,
2020-12-11 10:56:25,2020-12-11 11:09:28,IP Address,172.100.200.44,100,782,True,2020-12-11 11:09:28,R_1mIefjLozautHxG,,,,,43.0592041015625,-73.73560333251953125,anonymous,EN,28.087,28.087,29.462,1,I agree,10.269,28.119,101.45,5,"Massachusetts,New Jersey,New York,Pennsylvania,Virginia","Connecticut,Delaware,District of Columbia,Maine,Missouri,Ohio,Vermont",38.369,38.369,68.368,1,"Minimal, as we subcontract our subscribers for our Community Solar projects.",Unsure,500,2.292,8.835,10.643,2,6-10% savings per month,,No,,,No minimum length,,No,,,No cancellation fee,,No,,,"Yes, terms will converge and become more customer friendly",,21.986,34.476,36.716,7,Extremely important,Extremely important,Extremely important,Moderately important,Moderately important,Very important,,,,,Very important,Very important,Very important,Very important,Very important,,,,,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,,,,,10.119,30.159,31.173,7,6-8%,9-11%,5-10%,5-10%,Prior to COD,Within first year of operation,Yes,"increase in cost of customer acquisition, so we need to budget and plan",Moderately likely,80,25,3.032,3.032,6.39,1,No,,Yes is the simple answer. it does make it harder to meet in person and see parcels of land in person,Yes,
2020-12-09 11:28:47,2020-12-09 11:29:14,IP Address,38.73.251.48,8,26,False,2020-12-16 11:29:16,R_2qBD5rhIDYxzoEc,,,,,,,anonymous,EN,2.106,2.106,3.148,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09 11:30:14,2020-12-09 11:46:49,IP Address,98.37.190.107,3,995,False,2020-12-16 11:47:08,R_11dx0qBLXOJKe3a,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09 11:47:10,2020-12-09 11:47:59,IP Address,72.66.93.152,15,48,False,2020-12-16 11:48:26,R_1rHuC3FNrUZu4N4,,,,,,,anonymous,EN,1.951,1.951,2.788,1,I agree,4.068,4.068,7.252,1,Maryland,"Maryland,Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09 11:28:39,2020-12-09 11:59:07,IP Address,74.101.141.155,0,1828,False,2020-12-16 11:59:19,R_Diwu3nQq6cjgshP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09 15:41:33,2020-12-09 16:07:33,IP Address,73.133.212.158,3,1559,False,2020-12-16 16:07:52,R_279CXRJ0NZhfBY0,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09 11:28:42,2020-12-09 16:19:24,IP Address,104.162.119.16,8,17442,False,2020-12-16 16:19:36,R_3MKIztIv5PQueOm,,,,,,,anonymous,EN,7.282,8.537,10.427,2,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-17 07:34:19,2020-12-17 07:46:22,IP Address,24.118.81.0,100,723,True,2020-12-17 07:46:23,R_3LebHTqyXyPVcJ3,,,,,45.012298583984375,-93.34470367431640625,anonymous,EN,1.612,1.612,5.838,1,I agree,15.573,42.474,52.078,5,"Illinois,Minnesota,Virginia","Arizona,California,Hawaii,Maryland,Minnesota,New Mexico,New York,Oregon,Pennsylvania,Virginia,Washington,Wisconsin",1.822,25.457,43.151,6,"We have EPC'd a handful of projects, we also tried to develop several in Illinois but were not selected.",More than 20% of total capacity,3,2.84,14.745,16.81,2,6-10% savings per month,,No,,,20 or more years,,Yes,Shorter terms,,"More than $1,000",,Yes,Lower cancellation fees,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,98.597,123.718,125.755,7,Extremely important,Moderately important,Moderately important,Very important,Moderately important,Moderately important,,,,,Extremely important,Very important,Slightly important,Slightly important,Very important,,,,,Probably not,Probably yes,Probably yes,Definitely yes,Probably not,Probably yes,Probably yes,,,,,33.014,52.881,54.536,5,0-2%,Unsure,0-4%,Unsure,Within 1-3 years,Within 1-3 years,Yes,Results in more severe penalties and longer agreements.,Moderately likely,5,10,14.933,14.933,15.965,1,Yes,"We source commercial subscriptions ourselves, for LMI we outsource to other parties.",No.,Yes,
2020-12-11 13:00:08,2020-12-11 13:00:29,IP Address,67.254.131.134,8,20,False,2020-12-18 13:00:32,R_3QDzQa06H5j2DwY,,,,,,,anonymous,EN,3.159,3.159,4.162,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-11 10:38:14,2020-12-11 20:33:17,IP Address,73.142.140.29,3,35703,False,2020-12-18 20:33:41,R_3kGlRDOSMODnoMd,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-10 12:48:55,2020-12-12 12:18:00,IP Address,97.127.29.55,25,170945,False,2020-12-19 12:18:01,R_7TGYrCa1RRsRoIN,,,,,,,anonymous,EN,6.977,10.925,44.103,2,I agree,14.534,21.558,26.824,3,"Maine,Minnesota,New York","New Mexico,Pennsylvania",6.204,6.204,12.699,1,very limited,0-5% of total capacity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09 11:28:37,2020-12-14 09:13:24,IP Address,71.125.95.165,43,423887,False,2020-12-21 09:13:27,R_XKR9x3gClZEcjXr,,,,,,,anonymous,EN,6.777,6.777,7.881,1,I agree,4.819,4.819,7.315,1,New Jersey,"Pennsylvania,Virginia",5.486,40.334,64.446,4,"We currently working to expand community solar project in New Jersey and surrounding markets. ",Unsure,,10.479,20.447,21.276,2,Unsure,,Unsure,,,Unsure,,Unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09 11:28:49,2020-12-17 10:32:05,IP Address,98.110.199.122,15,687796,False,2020-12-24 10:32:29,R_2zqcKS3g4lvmMtn,,,,,,,anonymous,EN,2.056,2.056,6.806,1,I agree,3.548,3.548,14.387,1,Massachusetts,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26 15:53:08,2020-12-26 15:53:55,IP Address,91.186.251.134,0,47,False,2021-01-02 15:53:56,R_27r0zPSIKgidBSW,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-14 13:16:38,2021-01-14 13:44:35,IP Address,67.83.1.202,15,1677,False,2021-01-21 13:44:49,R_2wAKUcqj71DN1UU,,,,,,,anonymous,EN,2.037,2.037,3.375,1,I agree,7.262,12.26,16.157,3,"Connecticut,New Jersey,New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 14:10:34,2021-11-22 14:11:41,IP Address,23.31.89.90,8,66,False,2021-11-29 14:11:42,R_2qaWxtrYZIJcOfF,,,,,,,anonymous,EN,4,56.141,57.272,2,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-24 07:34:10,2021-11-24 07:48:55,IP Address,66.153.63.106,15,885,False,2021-12-01 07:48:56,R_Ac9hZ04Frjw9vdT,,,,,,,anonymous,EN,1.928,1.928,3.098,1,I agree,2.267,2.267,8.639,1,California,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13 11:40:06,2022-01-13 11:54:46,IP Address,99.113.28.70,20,880,False,2022-01-20 11:54:50,R_11cja6AwEpBsrVc,,,,,,,anonymous,EN,8.018,8.018,10.58,1,I agree,3.438,3.438,8.479,1,Illinois,Illinois,6.057,6.057,14.382,1,Not Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-20 09:51:13,2022-04-20 09:51:50,IP Address,67.86.128.221,8,36,False,2022-04-27 09:51:53,R_1iniQG1NCbOdfXQ,,,,,,,anonymous,EN,3.923,3.923,4.991,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-03 15:19:19,2022-05-03 15:19:34,IP Address,69.127.247.17,3,14,False,2022-05-10 15:19:37,R_1iexxP3h3Gsypj9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18 08:28:37,2022-05-18 09:49:13,IP Address,69.127.225.125,100,4835,True,2022-05-18 09:49:14,R_2f9wUIDj1WybeW2,,,,,40.7279,-73.5118,anonymous,EN,5.058,35.989,37.559,2,I agree,4.43,22.189,25.788,8,"Colorado,Illinois,Maine,Maryland,Massachusetts,New Jersey,New York,Rhode Island","Delaware,District of Columbia,Illinois,Maine,Maryland,Massachusetts,Michigan,New Jersey,New Mexico,New York,Ohio,Pennsylvania,Virginia",3.115,3.115,57.122,1,"Because the community solar product has historically required FICO score eligibility and payment details for enrollment, our experience with LMI subscribers has been limited.",16-20% of total capacity,,16.75,30.761,32.462,3,Unsure,,Yes,Higher savings,,16-20 years,,No,,,No cancellation fee,,No,,,Other,"Because of the diversity of financial providers and their individual risk tolerances and legal team requirements, we expect contract terms to be fundamentally similar but different on a developer by developer basis.",22.89,45.87,47.336,6,Extremely important,Moderately important,Extremely important,Moderately important,Very important,Not at all important,,,,,Extremely important,Not at all important,Extremely important,Moderately important,Moderately important,,,,,Definitely yes,Probably not,Definitely yes,Probably yes,Probably yes,Probably yes,Might or might not,,,,,8.702,36.073,37.108,4,0-2%,9-11%,0-4%,11-15%,Within first year of operation,Within first year of operation,Unsure,,Extremely likely,20,10,4.895,4.895,6.223,1,Yes,"More direct engagement, education. ",N/A,Yes,
2022-06-06 14:35:31,2022-06-06 14:37:16,IP Address,66.187.4.158,100,105,True,2022-06-06 14:37:17,R_2tr3LfM2lgH8rD4,,,,,36.1685,-115.1164,anonymous,EN,1.074,1.074,1.866,1,I agree,2.379,8.048,8.432,2,California,Florida,5.638,6.829,7.26,2,,,,0,0,1.816,0,,,,,,,,,,,,,,,,,,0,0,1.782,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.782,0,,,,,,,,,,,,0,0,0.715,0,,,,Yes,
2022-06-15 12:34:27,2022-06-15 12:41:54,IP Address,97.118.244.36,100,446,True,2022-06-15 12:41:55,R_rjOqoku3L9gKDKh,,,,,39.7628,-105.0263,anonymous,EN,4.435,5.353,5.787,2,I agree,85.391,85.391,91.779,1,Colorado,Colorado,3.386,73.82,74.012,5,"Hope to take some small advantage

",11-15% of total capacity,220,12.305,13.579,14.144,2,16-20% savings per month,,No,,,4-6 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become less customer friendly",,3.532,3.532,8.763,1,Moderately important,Very important,Slightly important,Moderately important,Moderately important,Moderately important,,,,,Moderately important,Moderately important,Slightly important,Moderately important,Very important,,,,,Probably yes,Probably yes,Probably not,Might or might not,Might or might not,Probably not,Might or might not,,,,,9.05,11.162,11.333,6,3-5%,6-8%,11-15%,5-10%,Within first year of operation,Within 1-3 years,No,,Slightly likely,20,3,12.284,12.284,13.625,1,No,,"Project development

",Yes,
2022-06-15 12:34:57,2022-06-15 12:41:57,IP Address,76.120.117.12,100,420,True,2022-06-15 12:41:57,R_7a2vVSx8F896jeN,,,,,40.5447,-105.1069,anonymous,EN,5.7,41.131,41.521,3,I agree,47.201,47.201,54.414,1,Colorado,Colorado,69.832,72.415,72.595,3,"Would like more benefits

",11-15% of total capacity,30,9.3,10.732,10.914,3,6-10% savings per month,,No,,,7-10 years,,No,,,$1-$100,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,6.166,6.166,9.905,1,Very important,Very important,Moderately important,Extremely important,Moderately important,Slightly important,,,,,Slightly important,Very important,Very important,Very important,Moderately important,,,,,Probably not,Probably yes,Probably yes,Might or might not,Definitely not,Might or might not,Probably yes,,,,,7.314,9.175,9.337,7,6-8%,3-5%,11-15%,16-20%,Within 1-3 years,Within first year of operation,Yes,no,Slightly unlikely,35,5,0.725,1.215,1.409,3,No,,"financing

",Yes,
2022-06-15 12:35:01,2022-06-15 12:41:58,IP Address,67.161.197.248,100,417,True,2022-06-15 12:41:58,R_OD6CpO0GUEt3Zsd,,,,,39.6973,-104.8394,anonymous,EN,40.812,41.301,41.626,3,I agree,47.8,48.214,56.655,3,Colorado,Colorado,68.176,70.807,71.003,2,"Would like more benefits

",6-10% of total capacity,40,4.88,6.299,6.545,4,21-50% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become less customer friendly",,7.355,8.338,12.25,2,Moderately important,Slightly important,Extremely important,Very important,Moderately important,Moderately important,,,,,Slightly important,Moderately important,Very important,Slightly important,Moderately important,,,,,Probably not,Might or might not,Might or might not,Probably not,Might or might not,Probably not,Might or might not,,,,,4.285,6.14,6.317,7,6-8%,6-8%,11-15%,5-10%,Within first year of operation,Within first year of operation,No,,Slightly unlikely,30,6,10.565,10.799,10.989,2,No,,"User acquisition

",Yes,
